,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
mean_fit_time,6.78658242225647,4.617931699752807,0.9753162860870361,0.8066794872283936,1.0536293506622314,7.15316333770752,0.6410562992095947,0.7589265823364257,0.8367790699005127,0.6609359741210937,0.7733909606933593,0.9564356327056884,0.7141922950744629,0.7858110904693604,51.41224317550659,0.6718549728393555,0.6776907444000244,0.6736868858337403,0.7457575321197509,0.7066172122955322,0.7675437927246094,0.8098129749298095,0.8191649913787842,0.8380707263946533,0.6515800952911377,2.818118953704834,0.6440592288970948,0.7659574508666992,0.8829092502593994,0.9089643478393554,0.8297628402709961,0.7083363056182861,0.6751732349395752,0.6609418869018555,0.7166922569274903,0.9526912689208984,0.7110596656799316,1.6891836643218994,0.6528778553009034,0.8575142860412598,0.7569591999053955,0.747590160369873,0.6695964813232422,0.7056037425994873,0.673494815826416,0.7941128253936768,0.6526509761810303,0.7418692588806153,0.7609138011932373,0.7834242343902588,0.857371187210083,0.6720995426177978,0.7590521812438965,0.7927432060241699,0.7897799015045166,0.9156108379364014,0.7405105590820312,10.45692949295044,0.8146359920501709,0.7870789527893066,0.7252630710601806,0.8699704170227051,0.6996158123016357,0.9663039684295655,0.9487322330474853,0.715203046798706,1.0499754905700684,0.7227239608764648,0.9481968402862548,0.731263256072998,0.7587062358856201,0.6293295383453369,0.7990311622619629,2.6433888912200927,0.8517382144927979,2.2533151149749755,0.7432092666625977,0.8209186553955078,1.0155303955078125,1.6720031261444093,0.6161048412322998,0.8047960758209228,0.90476393699646,0.7968036651611328,0.7323385238647461,1.0027214527130126,0.7470077037811279,0.8977738857269287,0.9510732173919678,0.9313506603240966,0.8474148273468017,3.7970033645629884,49.93017139434814,0.6601325035095215,0.938542366027832,47.800980758666995,43.739331579208375,0.7678107261657715,0.6123759269714355,0.6945310592651367
std_fit_time,0.09644742264549831,3.1084844247290024,0.09527809269037286,0.039094220441607014,0.6234051264524703,2.937792413344556,0.029270851761893,0.17859996883834917,0.060967147243181787,0.052170225776241586,0.08168698901093416,0.11946947512258968,0.03354093127123956,0.054315983016916355,0.45063469146311835,0.03245473017469252,0.03722459843296936,0.03699586842669443,0.0377987765131719,0.02278318830154932,0.08710143129299065,0.07537859932537647,0.06093594994061069,0.027381204620247783,0.06061775341816459,2.036293663316895,0.03024354761264214,0.06035106892094065,0.07058697950338065,0.2120046886922934,0.06041488061180841,0.010686299262646515,0.017692615449256415,0.032428921264635806,0.01416094553865717,0.059208002218003486,0.054415392271123554,0.8115488841800574,0.07762626211339353,0.07621815385246529,0.08130695178340741,0.06152068143553965,0.06564924093307636,0.0403745432583845,0.019843775333896585,0.05328854486265049,0.0415980147107187,0.042800099580892675,0.020734070857507555,0.1284078908933528,0.03277961298926161,0.05314160211373349,0.03321157119049105,0.07517526918461749,0.04373407343173566,0.043064416095176715,0.038614782898762405,8.186419405333856,0.05089757155294755,0.08285930070139501,0.033832857913381524,0.040850097013954305,0.0521060735995443,0.15946009969094427,0.06010944193570501,0.023872963633535436,0.4112557376574429,0.06879437124161976,0.24903976714273635,0.07525621425819945,0.036802350070585584,0.055768022111781744,0.05997597423993015,1.1633374777677585,0.050192114221348054,1.2404073219933693,0.07199649546851022,0.05193902561957758,0.47707339802566673,1.5514744321496516,0.020344725132590013,0.057433139194619384,0.09156356615906953,0.04970308246955054,0.06535189230800945,0.12074586537514975,0.14491831654880552,0.19390777813168775,0.07950024678733619,0.08200788132697971,0.08405430797352444,2.196891391000031,0.3805855624424073,0.03589002034950857,0.08847272808421035,1.9992589650952455,1.5227242311227722,0.10067000298582177,0.026845902867834972,0.0601538680583544
mean_score_time,0.0028411388397216798,0.005251407623291016,0.007343006134033203,0.003763246536254883,0.002934122085571289,0.004265356063842774,0.004379177093505859,0.005001449584960937,0.0024910449981689455,0.006493616104125977,0.0025809288024902345,0.003216838836669922,0.002189970016479492,0.0037276744842529297,0.004338502883911133,0.0038020133972167967,0.0037206172943115234,0.002959537506103516,0.0037608623504638674,0.0026288986206054687,0.004389381408691407,0.003179311752319336,0.0036774158477783205,0.0034462451934814454,0.0032315731048583986,0.0037180423736572266,0.004393577575683594,0.0034888744354248046,0.004015207290649414,0.003612661361694336,0.002698516845703125,0.0037641525268554688,0.003678703308105469,0.0027174949645996094,0.005193567276000977,0.0057868480682373045,0.002612733840942383,0.0031289100646972657,0.0035999298095703127,0.003695058822631836,0.004280757904052734,0.009652280807495117,0.0028360843658447265,0.002724742889404297,0.003132343292236328,0.0027118206024169924,0.0030146121978759767,0.003905773162841797,0.003263998031616211,0.005176401138305664,0.003883838653564453,0.00638270378112793,0.0023069381713867188,0.0021669864654541016,0.002839803695678711,0.0035073280334472655,0.0032114505767822264,0.0037670135498046875,0.003159046173095703,0.0031969547271728516,0.0032343387603759764,0.0030907630920410157,0.005753135681152344,0.0030454158782958984,0.0031099319458007812,0.004281949996948242,0.0034057140350341798,0.003646516799926758,0.0035162925720214843,0.0035648345947265625,0.003738880157470703,0.0035138607025146486,0.0031267642974853516,0.003753805160522461,0.003087139129638672,0.0036822795867919923,0.002565288543701172,0.005358362197875976,0.0021602153778076173,0.004082536697387696,0.0060729503631591795,0.0027648448944091798,0.005112218856811524,0.0030543327331542967,0.003149557113647461,0.003746509552001953,0.003616952896118164,0.003408050537109375,0.0040550708770751955,0.0036379814147949217,0.0032911300659179688,0.006649208068847656,0.003169393539428711,0.003068065643310547,0.003108644485473633,0.002696323394775391,0.001499032974243164,0.0035726547241210936,0.0034666061401367188,0.006865406036376953
std_score_time,0.000792953507392405,0.0038476373731088,0.006695737713433409,0.0005396032087082104,0.00033963513139271243,0.0022338971159499565,0.0016766862853833109,0.0026541624284612824,0.0005217848293315836,0.0065906091823631505,0.0005566658417031236,0.001328334238483791,0.001161604185638245,0.001284287206987649,0.001597091053347259,0.001483345215679568,0.0012200914895814006,0.00020856447394607326,0.0012805464981965105,0.00037823072658855637,0.0027029654713730624,0.0007037176124951962,0.0011855958836883235,0.001057261403683361,0.000753708704845556,0.0009492305051995589,0.0015830124118778267,0.0004685465973164424,0.002168630740957433,0.0004802411080330075,0.00036277887572814204,0.001467702038646528,0.0016018584033656272,0.00034223805712432743,0.003058848549893824,0.0039029826173611823,0.0004391019795781206,0.0005837115280435689,0.0012476836323568662,0.0010573978154663796,0.0007931867354591788,0.007269710235300704,0.0008260092873902954,0.000496021281335377,0.00031919794220706466,0.0010046860636016269,0.00155742762017312,0.001443489609424557,0.0006549619763896314,0.004542996289406939,0.0023941043866447763,0.0056777380269802296,0.0011849685162853105,0.0014647001330187084,0.00041464855601861114,0.0010565193915969843,0.0002398096700622534,0.0006714187724145438,0.0007432993081561117,0.001529929276395988,0.000352401416728457,0.000997465089114326,0.004794031381010495,0.0007095400460020193,0.00030116428667505363,0.003171021071670278,0.000997115441393087,0.00079368088388871,0.0014149750275863511,0.0011106843265562161,0.0009580910450391383,0.0009928030235436531,0.000516518774303357,0.0012908972993473994,0.0005325823357804907,0.0009387906418034583,0.0002920554062832443,0.004472861553987224,0.0006929505897565842,0.000878854510921096,0.0046577964287066445,0.0012259525957779038,0.0013366830538840563,0.0006013916365098446,0.0005962794878296491,0.0013219512119058102,0.0015526202997262649,0.0003637014463233254,0.0006556964754523781,0.00045949378989403733,0.0006730204044969239,0.005250655790857284,0.0007979645895458285,0.0007153059560312393,0.0001596337004448646,0.00046679716356962597,0.001843998105955267,0.001346702867974758,0.0006745530978819935,0.006347235822022152
param_learning_rate,2.870722443801783e-05,8.073648339837064e-05,1.5350030549515666e-05,0.00023965198184953778,0.0032044990953264776,0.0060393631292315515,0.001516934933984805,0.0020206386965792088,6.421185250064039e-05,0.0008552397466905826,1.9059862817017528e-05,1.734034192449749e-05,0.0005872746576478071,0.00010715726356597324,0.00926037226797224,0.0007575645062083032,0.0011100379822914846,0.000453701736209256,6.405900278561999e-05,0.00013175835356544723,4.664276600316312e-05,3.62516518970198e-05,0.0001485745010146747,3.7974076145977184e-05,0.0006803506343677668,0.004450669462835782,0.0007362350226511969,5.745883716400539e-05,3.4656996316292964e-05,0.0028132829156474904,4.743674291849985e-05,0.0003552805397960181,0.00035932501912609504,0.0006325936191960573,0.000396151631018728,1.0963018548966977e-05,0.00037350101584109166,0.004871403938083344,0.00204034629233468,2.3364424511947145e-05,7.720013899504822e-05,0.0006855998877650236,0.0015080452267536126,0.0002457493701208448,0.00202922919350567,3.7574489866886296e-05,0.0004716286352701056,0.0004490911236999525,0.0002610216162102056,0.002374952247905355,2.216914963280632e-05,0.0011063987967540236,0.00012218020031143134,0.00010780196600497566,0.00022312911852213582,1.2045554071149962e-05,0.00017609339617329314,0.005843796856107418,1.877658953177175e-05,8.817903457666035e-05,0.0003837662093299154,9.642421060882102e-05,0.00022220131864630611,1.1194462494293744e-05,1.954702677228415e-05,0.0011960951256757913,0.0032198098795529558,0.00018748475929290895,0.003518219339236675,0.00043689153757891017,0.00011542778850065259,0.0015196691474397674,1.9122956406945747e-05,0.0047706371723545285,0.00010204103357921385,0.004736941684985836,7.772254149470331e-05,8.034241278581956e-05,0.0026225382145696067,0.003257091078785616,0.0007995469768254013,8.589777492083621e-05,1.2255914932064837e-05,0.00015824571125449614,0.00035852576001778433,1.0523624723740374e-05,0.0021127267428219165,0.003659431202433011,2.4808382570237944e-05,7.294926694365003e-05,9.54479140212907e-05,0.005244193006695627,0.009969620566019416,0.002054248021551906,1.3444434889844817e-05,0.00786598865367839,0.008426308888446494,4.0508896169704145e-05,0.0010953657493241013,0.0002489058998857804
params,{'learning_rate': 2.870722443801783e-05},{'learning_rate': 8.073648339837064e-05},{'learning_rate': 1.5350030549515666e-05},{'learning_rate': 0.00023965198184953778},{'learning_rate': 0.0032044990953264776},{'learning_rate': 0.0060393631292315515},{'learning_rate': 0.001516934933984805},{'learning_rate': 0.0020206386965792088},{'learning_rate': 6.421185250064039e-05},{'learning_rate': 0.0008552397466905826},{'learning_rate': 1.9059862817017528e-05},{'learning_rate': 1.734034192449749e-05},{'learning_rate': 0.0005872746576478071},{'learning_rate': 0.00010715726356597324},{'learning_rate': 0.00926037226797224},{'learning_rate': 0.0007575645062083032},{'learning_rate': 0.0011100379822914846},{'learning_rate': 0.000453701736209256},{'learning_rate': 6.405900278561999e-05},{'learning_rate': 0.00013175835356544723},{'learning_rate': 4.664276600316312e-05},{'learning_rate': 3.62516518970198e-05},{'learning_rate': 0.0001485745010146747},{'learning_rate': 3.7974076145977184e-05},{'learning_rate': 0.0006803506343677668},{'learning_rate': 0.004450669462835782},{'learning_rate': 0.0007362350226511969},{'learning_rate': 5.745883716400539e-05},{'learning_rate': 3.4656996316292964e-05},{'learning_rate': 0.0028132829156474904},{'learning_rate': 4.743674291849985e-05},{'learning_rate': 0.0003552805397960181},{'learning_rate': 0.00035932501912609504},{'learning_rate': 0.0006325936191960573},{'learning_rate': 0.000396151631018728},{'learning_rate': 1.0963018548966977e-05},{'learning_rate': 0.00037350101584109166},{'learning_rate': 0.004871403938083344},{'learning_rate': 0.00204034629233468},{'learning_rate': 2.3364424511947145e-05},{'learning_rate': 7.720013899504822e-05},{'learning_rate': 0.0006855998877650236},{'learning_rate': 0.0015080452267536126},{'learning_rate': 0.0002457493701208448},{'learning_rate': 0.00202922919350567},{'learning_rate': 3.7574489866886296e-05},{'learning_rate': 0.0004716286352701056},{'learning_rate': 0.0004490911236999525},{'learning_rate': 0.0002610216162102056},{'learning_rate': 0.002374952247905355},{'learning_rate': 2.216914963280632e-05},{'learning_rate': 0.0011063987967540236},{'learning_rate': 0.00012218020031143134},{'learning_rate': 0.00010780196600497566},{'learning_rate': 0.00022312911852213582},{'learning_rate': 1.2045554071149962e-05},{'learning_rate': 0.00017609339617329314},{'learning_rate': 0.005843796856107418},{'learning_rate': 1.877658953177175e-05},{'learning_rate': 8.817903457666035e-05},{'learning_rate': 0.0003837662093299154},{'learning_rate': 9.642421060882102e-05},{'learning_rate': 0.00022220131864630611},{'learning_rate': 1.1194462494293744e-05},{'learning_rate': 1.954702677228415e-05},{'learning_rate': 0.0011960951256757913},{'learning_rate': 0.0032198098795529558},{'learning_rate': 0.00018748475929290895},{'learning_rate': 0.003518219339236675},{'learning_rate': 0.00043689153757891017},{'learning_rate': 0.00011542778850065259},{'learning_rate': 0.0015196691474397674},{'learning_rate': 1.9122956406945747e-05},{'learning_rate': 0.0047706371723545285},{'learning_rate': 0.00010204103357921385},{'learning_rate': 0.004736941684985836},{'learning_rate': 7.772254149470331e-05},{'learning_rate': 8.034241278581956e-05},{'learning_rate': 0.0026225382145696067},{'learning_rate': 0.003257091078785616},{'learning_rate': 0.0007995469768254013},{'learning_rate': 8.589777492083621e-05},{'learning_rate': 1.2255914932064837e-05},{'learning_rate': 0.00015824571125449614},{'learning_rate': 0.00035852576001778433},{'learning_rate': 1.0523624723740374e-05},{'learning_rate': 0.0021127267428219165},{'learning_rate': 0.003659431202433011},{'learning_rate': 2.4808382570237944e-05},{'learning_rate': 7.294926694365003e-05},{'learning_rate': 9.54479140212907e-05},{'learning_rate': 0.005244193006695627},{'learning_rate': 0.009969620566019416},{'learning_rate': 0.002054248021551906},{'learning_rate': 1.3444434889844817e-05},{'learning_rate': 0.00786598865367839},{'learning_rate': 0.008426308888446494},{'learning_rate': 4.0508896169704145e-05},{'learning_rate': 0.0010953657493241013},{'learning_rate': 0.0002489058998857804}
split0_test_score,0.6724244293645898,0.6819864281307835,0.6623997532387416,0.6880012338062924,0.682449105490438,0.6708821714990747,0.6781307834669957,0.6893892658852561,0.6838371375694016,0.6826033312769895,0.6639420111042567,0.6670265268352868,0.6738124614435533,0.6835286859962986,0.6415792720542874,0.6895434916718075,0.6759716224552745,0.6822948797038865,0.6802899444787168,0.6841455891425047,0.6785934608266502,0.667951881554596,0.6816779765576805,0.6776681061073412,0.6893892658852561,0.6838371375694016,0.6747378161628624,0.6762800740283775,0.6795188155459593,0.6750462677359654,0.67550894509562,0.6742751388032079,0.6838371375694016,0.6799814929056138,0.6856878470080198,0.6509870450339297,0.6876927822331894,0.683066008636644,0.6782850092535472,0.6722702035780382,0.6799814929056138,0.6838371375694016,0.6799814929056138,0.6849167180752622,0.6812152991980259,0.6745835903763109,0.6809068476249229,0.6870758790869833,0.6753547193090684,0.6731955582973473,0.662862430598396,0.6781307834669957,0.6858420727945712,0.6859962985811228,0.6807526218383714,0.6446637877853177,0.6804441702652684,0.6599321406539174,0.6590067859346083,0.6869216533004319,0.6861505243676743,0.6850709438618137,0.683374460209747,0.6366440468846392,0.6570018507094386,0.682140653917335,0.688463911165947,0.6849167180752622,0.6802899444787168,0.6898519432449105,0.6836829117828501,0.667643429981493,0.6563849475632326,0.6710363972856261,0.6873843306600864,0.6724244293645898,0.6772054287476866,0.6850709438618137,0.6465144972239358,0.6705737199259716,0.6804441702652684,0.6829117828500926,0.6533004318322023,0.6812152991980259,0.6801357186921654,0.6516039481801357,0.6714990746452807,0.6613201727328809,0.6593152375077113,0.6789019123997533,0.6847624922887107,0.6449722393584207,0.6421961752004935,0.6713448488587291,0.6613201727328809,0.6778223318938926,0.6693399136335595,0.6744293645897594,0.6880012338062924,0.6795188155459593
split1_test_score,0.6721159777914867,0.6842998149290561,0.6537631091918569,0.6832202344231956,0.67550894509562,0.6744293645897594,0.6876927822331894,0.6767427513880321,0.683066008636644,0.6869216533004319,0.6608574953732264,0.6654842689697718,0.6818322023442319,0.682140653917335,0.6253855644663788,0.6724244293645898,0.6839913633559531,0.6787476866132017,0.6789019123997533,0.683374460209747,0.6762800740283775,0.6714990746452807,0.6801357186921654,0.6802899444787168,0.683066008636644,0.6921653300431833,0.6835286859962986,0.682757557063541,0.6727328809376928,0.6802899444787168,0.6799814929056138,0.6836829117828501,0.6864589759407773,0.6859962985811228,0.6822948797038865,0.6539173349784084,0.6873843306600864,0.6836829117828501,0.6796730413325108,0.6796730413325108,0.6778223318938926,0.690314620604565,0.6878470080197409,0.6853793954349168,0.6776681061073412,0.6745835903763109,0.682757557063541,0.6853793954349168,0.682140653917335,0.6784392350400987,0.6742751388032079,0.6913942011104257,0.6779765576804442,0.6835286859962986,0.6898519432449105,0.6554595928439235,0.6836829117828501,0.6798272671190623,0.6656384947563233,0.6842998149290561,0.6855336212214682,0.6863047501542258,0.6875385564466379,0.6531462060456509,0.6705737199259716,0.683374460209747,0.6699568167797656,0.682140653917335,0.67550894509562,0.6799814929056138,0.6842998149290561,0.6745835903763109,0.6707279457125231,0.675200493522517,0.6796730413325108,0.6454349167180753,0.6761258482418261,0.6846082665021591,0.6839913633559531,0.6785934608266502,0.6829117828500926,0.682140653917335,0.6577729796421962,0.6799814929056138,0.6842998149290561,0.6411165946946329,0.6859962985811228,0.6739666872301049,0.6639420111042567,0.6861505243676743,0.6822948797038865,0.6995681677976557,0.6523750771128933,0.6802899444787168,0.6693399136335595,0.649599012954966,0.6809068476249229,0.6789019123997533,0.6742751388032079,0.6847624922887107
split2_test_score,0.6812152991980259,0.6793645897594077,0.6684145589142505,0.6859962985811228,0.662553979025293,0.675200493522517,0.6753547193090684,0.6801357186921654,0.6859962985811228,0.6853793954349168,0.6713448488587291,0.6636335595311537,0.6816779765576805,0.6810610734114744,0.667951881554596,0.6889265885256015,0.6940160394818014,0.6844540407156077,0.6792103639728563,0.682757557063541,0.6739666872301049,0.6818322023442319,0.6893892658852561,0.6799814929056138,0.6875385564466379,0.6847624922887107,0.6856878470080198,0.6805983960518198,0.682757557063541,0.6775138803207896,0.6893892658852561,0.6855336212214682,0.6822948797038865,0.6867674275138803,0.6872301048735349,0.6438926588525602,0.6849167180752622,0.6599321406539174,0.6986428130783467,0.6647131400370142,0.6829117828500926,0.6875385564466379,0.6802899444787168,0.6849167180752622,0.6819864281307835,0.6812152991980259,0.690623072177668,0.6810610734114744,0.6859962985811228,0.6846082665021591,0.6685687847008019,0.6869216533004319,0.688463911165947,0.6859962985811228,0.683066008636644,0.6642504626773597,0.6844540407156077,0.669802590993214,0.6708821714990747,0.6842998149290561,0.6864589759407773,0.6858420727945712,0.6872301048735349,0.6517581739666872,0.6742751388032079,0.6768969771745836,0.6773596545342381,0.683374460209747,0.6889265885256015,0.6846082665021591,0.6864589759407773,0.6812152991980259,0.6631708821714991,0.6765885256014805,0.6835286859962986,0.6813695249845774,0.6793645897594077,0.6852251696483652,0.6801357186921654,0.6792103639728563,0.6789019123997533,0.6872301048735349,0.6525293028994448,0.6863047501542258,0.6836829117828501,0.6644046884639112,0.6790561381863047,0.6789019123997533,0.6681061073411474,0.6809068476249229,0.6839913633559531,0.662553979025293,0.6554595928439235,0.6852251696483652,0.6540715607649599,0.6443553362122146,0.6725786551511412,0.6792103639728563,0.6842998149290561,0.6849167180752622
split3_test_score,0.6684665226781857,0.6778771983955569,0.6548904659055848,0.6821968528232027,0.6786485652576365,0.6244986115396483,0.6755630978093181,0.6778771983955569,0.6749460043196545,0.6798827522369639,0.6593643937056464,0.6505708114779389,0.677722925023141,0.6803455723542117,0.6823511261956187,0.6743289108299907,0.6828139463128664,0.6701635297747609,0.6767972847886454,0.6808083924714594,0.672014810243752,0.6663066954643628,0.6764887380438136,0.665998148719531,0.685590867016353,0.6911447084233261,0.6752545510644863,0.67170626349892,0.6743289108299907,0.665998148719531,0.6858994137611848,0.6832767664301141,0.6767972847886454,0.6752545510644863,0.6789571120024683,0.6450169700709657,0.6769515581610615,0.6734032705954952,0.6885220610922554,0.6695464362850972,0.6784942918852206,0.6791113853748842,0.6788028386300524,0.6788028386300524,0.6794199321197162,0.6692378895402653,0.675717371181734,0.6820425794507868,0.6791113853748842,0.6692378895402653,0.6525763653193459,0.687442147485344,0.6804998457266276,0.677722925023141,0.679728478864548,0.6482567108917001,0.6767972847886454,0.6595186670780623,0.6559703795124961,0.6795742054921321,0.679728478864548,0.6826596729404505,0.6767972847886454,0.652267818574514,0.6681579759333539,0.6649182351126196,0.6755630978093181,0.6832767664301141,0.6780314717679728,0.6811169392162912,0.6788028386300524,0.6676951558161062,0.6519592718296822,0.6666152422091947,0.6754088244369022,0.6638383215057081,0.6730947238506634,0.6808083924714594,0.6814254859611231,0.6902190681888306,0.685436593643937,0.6764887380438136,0.6533477321814255,0.6795742054921321,0.6784942918852206,0.6644554149953718,0.6652267818574514,0.6621413144091329,0.670009256402345,0.6760259179265659,0.6849737735266893,0.6609071274298056,0.6334464671397717,0.6589015735883986,0.6462511570502931,0.6900647948164147,0.6729404504782475,0.6744831842024067,0.6701635297747609,0.6775686516507251
